date,open,close,high,low,volume,turnover,amount
2026-04-10,132.3,143.55,145.09,132.27,144944500.0,0.10460000000000001,20093697300.0
2026-04-13,143.61,146.83,149.68,143.61,108615900.0,0.0783,15957645500.0
2026-04-14,147.0,146.0,149.01,143.51,87602800.0,0.0632,12767416200.000002
2026-04-15,145.7,145.8,151.0,143.6,81338800.0,0.0587,11955951399.999998
2026-04-16,145.12,149.55,149.55,144.12,80660900.0,0.0582,11843420900.0
2026-04-17,155.0,162.1,164.45,152.16,119541900.0,0.0862,18995009700.0
2026-04-20,162.08,157.0,168.2,155.7,108423400.0,0.0782,17396775100.0
2026-04-21,157.19,169.4,172.68,156.01,96468900.0,0.0696,15834798400.0
2026-04-22,172.06,186.34,186.34,171.2,83237700.0,0.06,15038865200.0
2026-04-23,192.0,186.66,194.0,183.98,113144900.0,0.0816,21385987400.000004
2026-04-24,193.5,187.9,196.0,179.01,117978800.0,0.0851,22124505099.999996
